Region_Name,Region_Type,Year,GRP_per_capita,Income_per_capita,Unemployment_rate,Federal_subsidies,Migration_rate
Республика Дагестан,depressed,2012,538.52,255.78,7.55,74.62,-30.14
Республика Дагестан,depressed,2013,581.44,325.88,7.46,73.04,-41.32
Республика Дагестан,depressed,2014,603.56,345.41,7.83,73.4,-26.08
Республика Дагестан,depressed,2015,621.83,371.47,7.57,72.96,-26.58
Республика Дагестан,depressed,2016,644.5,368.33,7.53,73.77,-32.56
Республика Дагестан,depressed,2017,642.45,362.19,7.45,74.29,-31.67
Республика Дагестан,depressed,2018,670.23,277.23,7.41,73.73,-36.17
Республика Дагестан,depressed,2019,691.29,328.62,7.28,72.03,-27.79
Республика Дагестан,depressed,2020,718.0,330.0,7.48,72.88,-30.64
Республика Дагестан,depressed,2021,734.11,386.86,7.57,73.69,-21.05
Республика Дагестан,depressed,2022,768.35,333.28,7.46,74.71,-26.2
Республика Дагестан,depressed,2023,769.13,352.1,7.39,72.53,-33.93
Республика Дагестан,depressed,2024,779.28,419.45,7.55,73.18,-30.34
Республика Дагестан,depressed,2025,842.03,461.34,7.53,72.82,-21.42
Республика Северная Осетия,depressed,2000,283.87,129.11,7.42,54.88,-44.38
Республика Северная Осетия,depressed,2001,301.55,177.78,7.26,55.32,-43.99
Республика Северная Осетия,depressed,2002,329.62,154.43,7.35,54.45,-39.3
Республика Северная Осетия,depressed,2003,346.38,143.33,7.51,54.41,-48.27
Республика Северная Осетия,depressed,2004,345.61,148.51,7.63,55.78,-41.61
Республика Северная Осетия,depressed,2005,365.57,160.61,7.39,54.66,-46.15
Республика Северная Осетия,depressed,2006,399.23,215.27,7.69,55.7,-43.91
Республика Северная Осетия,depressed,2007,405.98,227.43,7.22,54.91,-33.64
Республика Северная Осетия,depressed,2008,414.99,170.62,7.61,54.33,-38.45
Республика Северная Осетия,depressed,2009,435.22,186.9,7.41,54.8,-40.33
Республика Северная Осетия,depressed,2010,449.08,207.27,7.43,55.27,-30.21
Республика Северная Осетия,depressed,2011,477.36,241.98,7.59,54.84,-40.68
Республика Северная Осетия,depressed,2012,490.8,232.84,7.53,54.69,-31.92
Республика Северная Осетия,depressed,2013,520.13,213.21,7.47,54.96,-45.34
Республика Северная Осетия,depressed,2014,535.49,312.64,7.31,54.08,-38.39
Республика Северная Осетия,depressed,2015,544.15,270.88,7.52,55.48,-37.08
Республика Северная Осетия,depressed,2016,579.06,325.64,7.5,54.65,-43.59
Республика Северная Осетия,depressed,2017,574.7,321.14,7.59,55.18,-32.03
Республика Северная Осетия,depressed,2018,605.83,344.72,7.53,54.79,-34.0
Республика Северная Осетия,depressed,2019,634.15,310.78,7.3,54.69,-24.84
Республика Северная Осетия,depressed,2020,616.55,339.02,7.51,54.31,-31.97
Республика Северная Осетия,depressed,2021,661.17,328.28,7.31,54.61,-43.43
Республика Северная Осетия,depressed,2022,666.08,360.65,7.58,54.9,-40.04
Республика Северная Осетия,depressed,2023,678.91,271.69,7.39,55.51,-37.33
Республика Северная Осетия,depressed,2024,702.24,302.4,7.62,55.46,-24.56
Республика Северная Осетия,depressed,2025,729.63,434.19,7.55,54.07,-24.84
Республика Хакасия,depressed,2000,309.93,174.54,7.23,74.65,-30.98
Республика Хакасия,depressed,2001,338.55,158.44,7.33,76.3,-36.5
Республика Хакасия,depressed,2002,347.61,150.55,7.15,76.13,-27.96
Республика Хакасия,depressed,2003,359.7,159.11,7.42,75.83,-40.07
Республика Хакасия,depressed,2004,395.67,211.04,7.37,76.34,-37.16
Республика Хакасия,depressed,2005,408.46,206.48,7.37,75.43,-34.76
Республика Хакасия,depressed,2006,427.12,219.06,7.06,75.02,-31.82
Республика Хакасия,depressed,2007,456.13,270.92,7.12,76.17,-31.42
Республика Хакасия,depressed,2008,466.61,204.56,7.55,76.74,-28.95
Республика Хакасия,depressed,2009,478.26,241.87,7.71,76.08,-47.37
Республика Хакасия,depressed,2010,504.91,220.72,7.26,75.8,-37.19
Республика Хакасия,depressed,2011,510.23,232.34,7.63,74.4,-32.08
Республика Хакасия,depressed,2012,514.67,281.74,7.35,75.87,-35.3
Республика Хакасия,depressed,2013,562.2,226.23,7.31,77.14,-29.96
Республика Хакасия,depressed,2014,564.38,335.52,7.34,77.71,-28.35
Республика Хакасия,depressed,2015,591.83,287.53,7.11,75.53,-25.52
Республика Хакасия,depressed,2016,612.02,338.91,7.14,75.99,-30.95
Республика Хакасия,depressed,2017,645.32,292.0,7.31,75.5,-29.35
Республика Хакасия,depressed,2018,677.38,348.29,7.13,74.96,-31.52
Республика Хакасия,depressed,2019,664.24,278.91,7.22,77.11,-23.73
Республика Хакасия,depressed,2020,698.5,343.05,7.13,77.13,-25.78
Республика Хакасия,depressed,2021,691.79,404.65,7.17,75.88,-28.36
Республика Хакасия,depressed,2022,727.07,370.29,7.45,75.31,-33.02
Республика Хакасия,depressed,2023,745.7,375.05,7.51,75.82,-24.75
Республика Хакасия,depressed,2024,750.32,402.64,7.37,75.99,-21.49
Республика Хакасия,depressed,2025,783.74,433.62,7.19,76.63,-23.44
Амурская область,depressed,2000,309.7,136.38,11.32,65.06,-71.48
Амурская область,depressed,2001,323.03,141.1,11.74,64.83,-67.84
Амурская область,depressed,2002,353.57,144.28,11.19,64.7,-80.8
Амурская область,depressed,2003,365.5,161.08,11.43,64.68,-64.74
Амурская область,depressed,2004,384.28,156.36,11.51,65.79,-73.34
Амурская область,depressed,2005,412.8,197.15,11.51,64.82,-70.25
Амурская область,depressed,2006,425.97,201.35,11.59,64.87,-70.18
Амурская область,depressed,2007,454.23,251.22,11.26,65.36,-63.05
Амурская область,depressed,2008,460.52,210.25,11.35,65.82,-63.82
Амурская область,depressed,2009,480.14,269.06,11.55,65.63,-69.44
Амурская область,depressed,2010,492.72,271.61,11.24,65.95,-73.3
Амурская область,depressed,2011,535.09,238.47,11.41,64.85,-68.15
Амурская область,depressed,2012,523.28,246.44,11.47,64.55,-67.95
Амурская область,depressed,2013,566.31,243.71,11.54,66.03,-61.61
Амурская область,depressed,2014,593.89,286.34,11.34,64.78,-63.79
Амурская область,depressed,2015,605.82,246.98,11.79,65.04,-67.87
Амурская область,depressed,2016,612.67,356.57,10.87,65.34,-50.28
Амурская область,depressed,2017,635.39,312.22,11.57,63.41,-66.94
Амурская область,depressed,2018,639.37,326.04,11.49,65.58,-64.25
Амурская область,depressed,2019,675.08,345.33,11.39,63.73,-60.83
Амурская область,depressed,2020,702.52,323.85,11.47,64.75,-62.83
Амурская область,depressed,2021,719.42,355.63,11.33,64.55,-62.03
Амурская область,depressed,2022,730.9,342.5,11.46,64.93,-58.91
Амурская область,depressed,2023,769.91,459.44,11.42,64.31,-52.57
Амурская область,depressed,2024,760.21,396.2,11.24,64.67,-57.54
Амурская область,depressed,2025,786.6,382.74,11.56,63.83,-46.2
Республика Адыгея,depressed,2000,252.73,147.94,11.08,75.77,-68.2
Республика Адыгея,depressed,2001,253.01,149.72,11.35,75.94,-78.58
Республика Адыгея,depressed,2002,271.52,130.6,11.22,75.16,-71.21
Республика Адыгея,depressed,2003,290.62,145.92,11.17,75.11,-76.51
Республика Адыгея,depressed,2004,305.08,181.01,11.31,75.64,-68.94
Республика Адыгея,depressed,2005,326.94,131.18,11.47,75.79,-69.74
Республика Адыгея,depressed,2006,348.82,190.68,11.33,77.26,-58.36
Республика Адыгея,depressed,2007,342.91,204.2,11.36,75.75,-64.26
Республика Адыгея,depressed,2008,355.95,181.09,11.56,75.87,-62.07
Республика Адыгея,depressed,2009,390.65,169.58,11.3,74.57,-75.02
Республика Адыгея,depressed,2010,407.04,202.23,11.36,76.03,-61.7
Республика Адыгея,depressed,2011,419.33,187.72,11.31,75.78,-75.82
Республика Адыгея,depressed,2012,426.76,208.73,11.94,75.81,-70.26
Республика Адыгея,depressed,2013,449.5,232.22,11.48,75.12,-61.0
Республика Адыгея,depressed,2014,454.2,217.52,11.23,75.47,-63.47
Республика Адыгея,depressed,2015,462.82,268.03,11.15,75.71,-62.07
Республика Адыгея,depressed,2016,487.53,262.07,10.98,76.47,-67.05
Республика Адыгея,depressed,2017,483.83,224.07,11.16,74.23,-65.4
Республика Адыгея,depressed,2018,508.23,302.39,11.22,74.76,-74.13
Республика Адыгея,depressed,2019,532.29,238.64,11.45,76.64,-60.63
Республика Адыгея,depressed,2020,535.59,286.74,11.48,75.87,-68.36
Республика Адыгея,depressed,2021,549.69,312.4,11.59,74.63,-66.41
Республика Адыгея,depressed,2022,587.59,299.06,11.09,75.47,-63.87
Республика Адыгея,depressed,2023,579.81,279.6,11.28,75.02,-59.04
Республика Адыгея,depressed,2024,587.64,349.82,11.07,74.9,-64.11
Республика Адыгея,depressed,2025,637.21,364.27,11.44,75.45,-56.08
Камчатский край,depressed,2000,310.73,167.38,8.41,42.11,-46.74
Камчатский край,depressed,2001,337.05,164.91,8.72,42.83,-48.22
Камчатский край,depressed,2002,368.24,214.69,8.84,42.64,-56.4
Камчатский край,depressed,2003,367.12,181.68,8.65,42.8,-61.18
Камчатский край,depressed,2004,400.4,210.75,8.73,42.16,-51.46
Камчатский край,depressed,2005,417.95,193.11,8.29,42.44,-54.63
Камчатский край,depressed,2006,427.56,210.7,8.42,42.61,-44.81
Камчатский край,depressed,2007,459.04,257.79,8.51,42.26,-46.23
Камчатский край,depressed,2008,486.14,250.59,8.64,42.18,-37.66
Камчатский край,depressed,2009,490.38,258.82,8.57,42.38,-51.35
Камчатский край,depressed,2010,518.97,221.44,8.25,42.86,-41.37
Камчатский край,depressed,2011,508.86,214.41,8.91,42.81,-48.43
Камчатский край,depressed,2012,558.22,231.69,8.75,42.18,-49.56
Камчатский край,depressed,2013,564.96,332.53,8.32,42.91,-40.44
Камчатский край,depressed,2014,584.75,319.96,8.62,42.79,-51.21
Камчатский край,depressed,2015,600.42,351.93,8.4,42.76,-39.21
Камчатский край,depressed,2016,647.53,275.63,8.79,42.38,-40.68
Камчатский край,depressed,2017,648.56,366.61,8.5,42.28,-31.96
Камчатский край,depressed,2018,667.97,329.84,8.46,42.52,-37.85
Камчатский край,depressed,2019,692.28,286.06,8.23,42.41,-38.0
Камчатский край,depressed,2020,676.95,363.19,8.51,42.97,-35.8
Камчатский край,depressed,2021,714.19,303.57,8.37,42.3,-38.93
Камчатский край,depressed,2022,761.55,440.3,8.61,41.68,-49.38
Камчатский край,depressed,2023,769.38,434.12,8.47,42.24,-44.49
Камчатский край,depressed,2024,790.09,346.46,8.29,42.67,-32.88
Камчатский край,depressed,2025,773.36,393.87,8.43,42.52,-38.72
Новосибирская область,average,2000,647.53,261.28,4.59,13.78,-17.9
Новосибирская область,average,2001,663.73,311.9,4.65,13.55,-10.99
Новосибирская область,average,2002,725.78,397.97,4.73,13.62,-8.93
Новосибирская область,average,2003,733.92,312.63,4.53,13.88,-9.44
Новосибирская область,average,2004,786.57,343.59,4.6,14.02,-4.04
Новосибирская область,average,2005,834.5,473.07,4.65,13.7,-3.81
Новосибирская область,average,2006,836.84,495.07,4.66,13.78,-9.55
Новосибирская область,average,2007,908.18,395.22,4.49,13.76,-13.57
Новосибирская область,average,2008,944.68,472.46,4.51,13.59,-0.34
Новосибирская область,average,2009,983.98,510.43,4.48,13.65,3.44
Новосибирская область,average,2010,968.81,578.2,4.45,13.62,-6.3
Новосибирская область,average,2011,1068.99,481.54,4.38,13.74,2.44
Новосибирская область,average,2012,1103.75,478.75,4.58,13.76,2.2
Новосибирская область,average,2013,1130.09,520.2,4.59,13.68,-3.74
Новосибирская область,average,2014,1160.53,648.87,4.48,13.61,7.28
Новосибирская область,average,2015,1235.04,626.73,4.44,13.93,12.11
Новосибирская область,average,2016,1206.19,491.89,4.63,13.9,1.61
Новосибирская область,average,2017,1309.75,783.65,4.58,13.83,5.1
Новосибирская область,average,2018,1336.14,563.06,4.5,13.78,7.92
Новосибирская область,average,2019,1395.84,678.42,4.44,13.51,8.22
Новосибирская область,average,2020,1402.85,632.08,4.61,13.75,8.11
Новосибирская область,average,2021,1437.18,782.13,4.63,13.88,7.49
Новосибирская область,average,2022,1466.17,770.25,4.53,13.8,12.08
Новосибирская область,average,2023,1527.55,734.81,4.45,13.64,16.35
Новосибирская область,average,2024,1568.92,941.15,4.51,13.67,14.7
Новосибирская область,average,2025,1589.47,926.92,4.57,13.96,18.85
Краснодарский край,average,2000,449.7,188.89,6.81,29.52,-39.82
Краснодарский край,average,2001,474.34,222.2,6.9,29.3,-35.98
Краснодарский край,average,2002,496.74,296.67,6.89,29.12,-30.61
Краснодарский край,average,2003,538.32,315.32,6.8,29.65,-32.68
Краснодарский край,average,2004,583.34,318.72,6.87,29.15,-37.48
Краснодарский край,average,2005,583.34,275.52,6.96,29.33,-33.39
Краснодарский край,average,2006,634.47,308.61,6.92,29.41,-24.77
Краснодарский край,average,2007,642.32,334.56,7.06,28.95,-22.79
Краснодарский край,average,2008,662.5,362.53,6.84,29.31,-39.3
Краснодарский край,average,2009,719.8,308.63,6.86,28.94,-17.42
Краснодарский край,average,2010,723.39,350.51,6.93,29.15,-20.0
Краснодарский край,average,2011,740.75,416.77,7.04,28.89,-26.0
Краснодарский край,average,2012,791.39,447.92,6.75,28.83,-26.73
Краснодарский край,average,2013,814.9,398.99,7.05,28.86,-26.86
Краснодарский край,average,2014,811.42,486.15,7.11,28.7,-40.06
Краснодарский край,average,2015,877.22,491.39,6.95,29.8,-24.68
Краснодарский край,average,2016,886.27,388.6,7.3,28.81,-28.09
Краснодарский край,average,2017,913.12,539.15,7.02,29.94,-18.86
Краснодарский край,average,2018,924.62,439.35,6.95,29.36,-26.38
Краснодарский край,average,2019,1001.01,444.54,6.89,29.19,-25.74
Краснодарский край,average,2020,1003.41,485.43,6.99,29.04,-19.87
Краснодарский край,average,2021,1040.11,438.82,6.71,28.92,-13.94
Краснодарский край,average,2022,1073.6,574.04,7.03,29.54,-16.02
Краснодарский край,average,2023,1076.23,483.93,6.85,29.55,-11.46
Краснодарский край,average,2024,1093.54,498.93,6.83,28.86,-18.76
Краснодарский край,average,2025,1133.87,530.31,6.97,29.2,-14.57
Ростовская область,average,2000,465.04,214.75,6.31,22.61,-36.05
Ростовская область,average,2001,487.78,287.51,6.53,22.64,-35.43
Ростовская область,average,2002,529.46,307.91,6.37,22.44,-27.64
Ростовская область,average,2003,553.56,315.55,6.3,22.34,-29.33
Ростовская область,average,2004,602.67,318.83,6.52,22.33,-31.01
Ростовская область,average,2005,605.42,341.78,6.44,22.33,-30.07
Ростовская область,average,2006,629.84,261.03,5.97,22.33,-15.4
Ростовская область,average,2007,657.53,282.66,6.57,22.09,-26.88
Ростовская область,average,2008,690.52,297.92,6.49,22.33,-24.74
Ростовская область,average,2009,717.12,323.16,6.29,22.44,-22.35
Ростовская область,average,2010,742.21,364.42,6.42,22.2,-22.79
Ростовская область,average,2011,800.8,334.65,6.63,22.57,-26.56
Ростовская область,average,2012,794.09,456.56,6.32,22.41,-24.46
Ростовская область,average,2013,829.82,391.02,6.27,22.18,-17.25
Ростовская область,average,2014,831.84,451.46,6.46,22.38,-16.27
Ростовская область,average,2015,877.82,379.37,6.24,22.56,-15.59
Ростовская область,average,2016,909.45,511.95,6.25,22.33,-13.19
Ростовская область,average,2017,937.95,449.13,6.45,22.32,-12.73
Ростовская область,average,2018,943.71,537.31,5.97,22.25,-7.57
Ростовская область,average,2019,990.66,509.75,6.1,22.49,-16.97
Ростовская область,average,2020,977.84,412.03,6.35,22.13,-20.11
Ростовская область,average,2021,1008.67,410.56,6.32,22.43,-26.25
Ростовская область,average,2022,1032.04,505.14,6.46,22.3,-13.78
Ростовская область,average,2023,1085.0,533.34,6.27,22.16,-9.09
Ростовская область,average,2024,1164.14,544.52,6.32,22.02,-9.12
Ростовская область,average,2025,1151.43,661.93,6.42,22.62,-14.33
Челябинская область,average,2000,527.39,219.6,6.54,12.52,-33.13
Челябинская область,average,2001,560.3,254.35,6.82,12.66,-28.85
Челябинская область,average,2002,586.54,247.95,6.74,12.61,-30.9
Челябинская область,average,2003,598.87,257.67,6.73,12.43,-40.76
Челябинская область,average,2004,657.58,273.22,6.93,12.62,-34.12
Челябинская область,average,2005,702.0,346.28,6.79,12.43,-31.51
Челябинская область,average,2006,721.91,313.04,6.77,12.2,-17.21
Челябинская область,average,2007,757.28,390.72,6.74,12.45,-27.33
Челябинская область,average,2008,770.4,436.99,6.77,12.47,-31.01
Челябинская область,average,2009,801.48,361.41,6.54,12.21,-26.9
Челябинская область,average,2010,835.28,473.85,6.74,12.92,-17.56
Челябинская область,average,2011,854.16,375.44,6.75,12.64,-33.91
Челябинская область,average,2012,901.91,535.75,6.69,12.45,-16.57
Челябинская область,average,2013,957.96,533.15,6.9,12.55,-19.81
Челябинская область,average,2014,961.88,546.77,6.63,12.44,-11.28
Челябинская область,average,2015,1007.17,421.08,6.8,12.41,-29.88
Челябинская область,average,2016,1034.17,439.17,6.63,12.32,-24.72
Челябинская область,average,2017,1080.24,465.24,6.8,12.36,-26.18
Челябинская область,average,2018,1105.96,598.82,6.66,12.47,-20.9
Челябинская область,average,2019,1135.31,481.68,6.61,12.7,-25.03
Челябинская область,average,2020,1163.53,506.02,6.83,12.67,-18.34
Челябинская область,average,2021,1224.81,702.26,6.89,12.55,-16.97
Челябинская область,average,2022,1245.43,649.29,6.83,12.59,-14.73
Челябинская область,average,2023,1244.64,613.31,6.75,12.47,-17.22
Челябинская область,average,2024,1286.25,655.96,6.68,12.73,-4.34
Челябинская область,average,2025,1307.09,554.33,6.79,12.51,-10.89
Нижегородская область,average,2000,805.43,378.55,6.34,20.46,-16.49
Нижегородская область,average,2001,816.21,386.0,6.63,19.94,-22.28
Нижегородская область,average,2002,888.94,491.09,6.69,19.83,-18.21
Нижегородская область,average,2003,951.82,462.99,6.55,20.01,-16.77
Нижегородская область,average,2004,973.24,574.54,6.39,20.18,-17.74
Нижегородская область,average,2005,1020.17,425.05,6.64,19.83,-13.23
Нижегородская область,average,2006,1067.94,530.82,6.72,19.91,-10.14
Нижегородская область,average,2007,1075.18,509.06,6.4,20.29,-13.7
Нижегородская область,average,2008,1178.17,629.31,6.24,19.83,-13.43
Нижегородская область,average,2009,1219.98,628.82,6.56,19.97,-9.84
Нижегородская область,average,2010,1268.71,645.97,6.84,19.88,-12.05
Нижегородская область,average,2011,1288.23,528.87,6.21,20.16,8.41
Нижегородская область,average,2012,1380.59,598.69,6.42,19.98,-12.24
Нижегородская область,average,2013,1378.44,729.26,6.42,20.23,-1.09
Нижегородская область,average,2014,1432.08,651.21,6.51,20.03,-2.68
Нижегородская область,average,2015,1484.15,762.62,6.53,19.6,8.86
Нижегородская область,average,2016,1553.02,641.37,6.58,19.7,-2.88
Нижегородская область,average,2017,1516.73,783.29,6.31,19.81,-0.63
Нижегородская область,average,2018,1685.33,897.95,6.53,20.12,4.84
Нижегородская область,average,2019,1698.25,859.33,6.65,20.45,1.2
Нижегородская область,average,2020,1794.23,818.08,6.58,19.85,7.55
Нижегородская область,average,2021,1839.02,990.65,6.46,19.6,11.4
Нижегородская область,average,2022,1873.7,1005.88,6.5,19.97,13.73
Нижегородская область,average,2023,1867.72,864.6,6.62,20.16,9.18
Нижегородская область,average,2024,1922.03,1098.08,6.47,19.76,12.92
Нижегородская область,average,2025,1899.64,1107.65,6.36,20.02,23.63
Омская область,average,2000,788.39,340.1,5.22,11.23,-23.38
Омская область,average,2001,846.46,487.84,5.41,11.34,-12.99
Омская область,average,2002,921.83,389.89,5.62,11.17,-20.05
Омская область,average,2003,956.46,567.91,5.65,11.08,-11.55
Омская область,average,2004,1009.99,605.36,5.42,10.96,-11.21
Омская область,average,2005,1005.17,410.33,5.58,11.02,-16.18
Омская область,average,2006,1088.45,493.73,5.41,11.08,-6.99
Омская область,average,2007,1152.63,610.32,5.45,11.17,-0.26
Омская область,average,2008,1178.89,501.47,5.29,11.11,8.74
Омская область,average,2009,1223.86,722.2,5.24,11.03,-8.69
Омская область,average,2010,1291.62,593.87,5.56,11.01,-4.17
Омская область,average,2011,1313.48,583.65,5.39,11.09,2.87
Омская область,average,2012,1366.62,549.37,5.31,11.18,1.79
Омская область,average,2013,1428.07,586.17,5.49,11.22,4.08
Омская область,average,2014,1464.63,654.07,5.55,11.22,7.01
Омская область,average,2015,1490.24,832.31,5.32,11.12,13.77
Омская область,average,2016,1564.86,908.13,5.53,11.15,8.82
Омская область,average,2017,1630.59,802.23,5.43,11.03,12.77
Омская область,average,2018,1653.03,689.68,5.21,11.18,25.95
Омская область,average,2019,1695.78,791.62,5.27,11.45,16.7
Омская область,average,2020,1718.92,705.77,5.55,11.08,4.87
Омская область,average,2021,1808.63,779.46,5.26,11.32,11.2
Омская область,average,2022,1769.17,856.37,5.51,11.15,14.38
Омская область,average,2023,1901.21,1110.32,5.35,11.08,15.76
Омская область,average,2024,1979.14,1164.49,5.42,11.12,26.03
Омская область,average,2025,1951.87,964.49,5.58,11.14,27.13
Пермский край,average,2000,511.85,216.77,5.25,27.16,-23.45
Пермский край,average,2001,562.94,292.33,5.4,27.4,-24.01
Пермский край,average,2002,571.18,243.22,5.16,27.28,-19.76
Пермский край,average,2003,623.72,344.81,5.11,27.17,-19.4
Пермский край,average,2004,638.99,319.71,5.03,26.93,-14.55
Пермский край,average,2005,671.37,341.17,4.89,26.97,-11.9
Пермский край,average,2006,716.6,366.31,5.25,26.89,-7.03
Пермский край,average,2007,745.24,376.3,5.06,26.71,-7.01
Пермский край,average,2008,773.36,322.55,5.24,27.52,-15.98
Пермский край,average,2009,801.39,463.97,5.3,26.93,-19.99
Пермский край,average,2010,846.72,353.72,5.2,26.98,-7.78
Пермский край,average,2011,854.85,413.4,5.08,26.87,-15.53
Пермский край,average,2012,888.16,456.92,5.08,26.55,-12.11
Пермский край,average,2013,935.33,515.7,5.18,27.41,-11.14
Пермский край,average,2014,978.95,439.81,5.1,27.19,-1.59
Пермский край,average,2015,996.41,503.7,4.99,26.76,-0.72
Пермский край,average,2016,1012.14,545.37,5.23,27.25,-15.51
Пермский край,average,2017,1065.99,597.64,5.04,27.53,0.67
Пермский край,average,2018,1056.63,593.58,5.29,27.25,-12.38
Пермский край,average,2019,1098.91,506.11,5.3,27.45,-4.85
Пермский край,average,2020,1147.29,610.69,5.23,27.3,-5.63
Пермский край,average,2021,1183.39,571.6,5.18,27.05,-4.28
Пермский край,average,2022,1189.61,659.58,5.05,27.6,-4.64
Пермский край,average,2023,1232.73,515.21,5.08,26.68,-0.03
Пермский край,average,2024,1265.5,546.95,5.21,27.27,1.92
Пермский край,average,2025,1306.22,747.64,5.05,27.14,6.66
Воронежская область,average,2000,650.05,332.55,4.16,29.7,-9.78
Воронежская область,average,2001,715.62,429.26,4.32,29.56,-11.59
Воронежская область,average,2002,747.8,341.77,4.2,29.75,-2.33
Воронежская область,average,2003,775.86,377.04,4.26,30.16,-9.89
Воронежская область,average,2004,837.21,344.05,4.22,29.77,-15.1
Воронежская область,average,2005,838.26,457.56,4.23,29.98,-0.61
Воронежская область,average,2006,936.76,431.57,4.24,29.37,-5.02
Воронежская область,average,2007,919.3,544.52,4.2,29.67,-0.34
Воронежская область,average,2008,980.35,413.82,4.23,29.8,-7.0
Воронежская область,average,2009,1062.57,582.18,4.2,29.31,1.17
Воронежская область,average,2010,1097.71,450.52,4.16,29.53,4.11
Воронежская область,average,2011,1124.6,558.3,4.28,29.99,5.91
Воронежская область,average,2012,1143.15,506.08,4.27,29.59,14.0
Воронежская область,average,2013,1215.71,706.11,4.22,29.74,5.61
Воронежская область,average,2014,1209.22,717.8,4.25,29.46,-0.39
Воронежская область,average,2015,1258.32,560.39,4.24,30.18,2.22
Воронежская область,average,2016,1328.49,699.82,4.2,29.29,15.17
Воронежская область,average,2017,1324.54,682.95,4.19,29.86,16.39
Воронежская область,average,2018,1402.88,656.61,4.16,29.8,20.8
Воронежская область,average,2019,1422.23,787.57,4.18,30.12,13.71
Воронежская область,average,2020,1458.93,719.39,4.13,29.69,11.86
Воронежская область,average,2021,1519.0,747.53,4.12,29.81,7.76
Воронежская область,average,2022,1512.87,665.53,4.19,29.89,16.17
Воронежская область,average,2023,1620.57,924.21,4.17,29.08,21.88
Воронежская область,average,2024,1616.01,702.24,4.14,30.08,20.3
Воронежская область,average,2025,1633.84,958.87,4.37,30.45,29.61
Волгоградская область,average,2000,423.94,196.76,5.35,22.95,-30.84
Волгоградская область,average,2001,423.32,234.21,5.18,22.53,-24.76
Волгоградская область,average,2002,468.46,250.44,5.24,23.0,-26.59
Волгоградская область,average,2003,485.45,216.38,5.25,22.94,-15.68
Волгоградская область,average,2004,513.73,289.68,5.21,23.13,-32.35
Волгоградская область,average,2005,553.37,327.15,5.32,22.44,-17.38
Волгоградская область,average,2006,567.04,260.63,5.25,23.31,-27.19
Волгоградская область,average,2007,573.8,298.57,5.19,22.95,-23.24
Волгоградская область,average,2008,588.41,323.47,5.38,23.1,-17.58
Волгоградская область,average,2009,649.79,368.42,5.22,22.87,-13.0
Волгоградская область,average,2010,651.33,281.03,4.95,22.8,-20.25
Волгоградская область,average,2011,715.11,416.42,5.3,23.26,-23.07
Волгоградская область,average,2012,722.43,339.64,5.27,23.12,-27.54
Волгоградская область,average,2013,730.27,409.82,5.13,22.79,-16.94
Волгоградская область,average,2014,782.23,350.65,5.21,22.93,-17.34
Волгоградская область,average,2015,795.3,448.04,5.38,22.95,-1.16
Волгоградская область,average,2016,797.81,425.5,5.17,23.13,-20.41
Волгоградская область,average,2017,817.52,463.72,5.43,22.9,-21.67
Волгоградская область,average,2018,900.13,501.19,5.26,23.36,-15.15
Волгоградская область,average,2019,915.69,370.0,5.13,22.97,-17.11
Волгоградская область,average,2020,916.19,536.87,5.32,22.56,-24.48
Волгоградская область,average,2021,943.71,424.09,5.18,22.99,-5.29
Волгоградская область,average,2022,985.7,420.11,5.28,22.88,-8.09
Волгоградская область,average,2023,965.56,421.55,5.21,22.76,-18.26
Волгоградская область,average,2024,1001.05,501.26,5.23,23.05,-12.89
Волгоградская область,average,2025,1057.03,578.89,5.42,23.25,-9.09
Саратовская область,average,2000,555.68,231.81,5.56,22.79,-22.43
Саратовская область,average,2001,621.16,352.27,5.26,22.63,-15.14
Саратовская область,average,2002,648.12,313.16,5.42,23.06,-18.57
Саратовская область,average,2003,659.08,331.79,5.41,23.0,-21.15
Саратовская область,average,2004,722.83,306.84,5.47,23.2,-17.83
Саратовская область,average,2005,737.42,305.36,5.17,22.75,-21.57
Саратовская область,average,2006,778.1,382.96,5.47,22.75,-13.46
Саратовская область,average,2007,841.74,482.63,5.44,23.3,-6.9
Саратовская область,average,2008,854.16,386.9,5.4,23.0,-11.8
Саратовская область,average,2009,868.77,424.49,5.53,23.27,-10.45
Саратовская область,average,2010,911.11,514.37,5.51,22.31,-4.13
Саратовская область,average,2011,965.83,527.32,5.26,23.37,-13.35
Саратовская область,average,2012,1006.88,413.22,5.56,22.93,-4.74
Саратовская область,average,2013,1002.26,497.73,5.36,22.9,-3.28
Саратовская область,average,2014,1046.27,518.13,5.48,22.96,-14.54
Саратовская область,average,2015,1078.28,599.54,5.3,22.8,-0.05
Саратовская область,average,2016,1126.96,536.42,5.53,23.54,-5.0
Саратовская область,average,2017,1142.83,572.54,5.76,23.07,-8.49
Саратовская область,average,2018,1166.21,645.19,5.47,22.74,-3.87
Саратовская область,average,2019,1201.75,705.18,5.46,22.83,-3.99
Саратовская область,average,2020,1217.55,680.53,5.3,22.67,0.1
Саратовская область,average,2021,1296.99,557.05,5.26,23.23,11.49
Саратовская область,average,2022,1337.2,778.85,5.47,22.87,0.39
Саратовская область,average,2023,1361.13,546.99,5.52,22.83,0.44
Саратовская область,average,2024,1341.9,663.82,5.51,23.19,3.68
Саратовская область,average,2025,1410.6,795.42,5.66,22.55,5.96
